ts_ns	event	pid	ppid	comm	class	action
26959288209795	exec	2433132	2433128	python3	tool	none
26959288228935	exec	2433133	2433128	head	tool	none
26959293318709	exit	2433131	0		tool	none
26959304017429	exit	2433132	0		tool	none
26959304195191	exit	2433133	0		tool	none
26959304311967	exit	2433128	0		tool	none
26967583577839	fork	2434113	2293110	openclaw-gatewa	agent	pending
26967585732486	exec	2434113	0	sh	tool	moved:toolexec
26967586144342	exit	2434113	0		tool	none
26971505155705	fork	2434585	2293110	openclaw-gatewa	agent	pending
26971507315572	exec	2434585	2293110	sh	tool	moved:toolexec
26971507683611	fork	2434591	2434585	python3	tool	moved:toolexec
26971507930835	exec	2434591	2434585	python3	tool	none
26971556946627	exit	2434591	0		tool	none
26971557176024	exit	2434585	0		tool	none
26982589732564	fork	2435899	2293110	openclaw-gatewa	agent	pending
26982592148147	exec	2435899	0	sh	tool	moved:toolexec
26982592569064	exit	2435899	0		tool	none
1784084150014438483	resync	2435958	2292661	python3	tool	moved:toolexec
26984338819687	exit	2293163	0		agent	none
26984344479807	exit	2293151	0		agent	none
26990461930976	exit	2435958	0		tool	none
26990529567475	exit	2293097	0		agent	none
26990529568374	exit	2293110	0		agent	none
26990550575406	exit	2292686	0		agent	none
