ts_ns	event	pid	ppid	comm	class	action
67591537382704	fork	365389	365388	python3	tool	moved:toolexec
67591537615861	exec	365389	365388	python3	tool	none
67591565785897	exit	365389	0		tool	none
67591566064476	exit	365388	0		tool	none
67602371798636	fork	366671	259745	openclaw-gatewa	agent	pending
67602373532033	exec	366671	0	sh	tool	moved:toolexec
67602373940068	exit	366671	0		tool	none
67617377215116	fork	368452	259745	openclaw-gatewa	agent	pending
67617378951900	exec	368452	0	sh	tool	moved:toolexec
67617379367920	exit	368452	0		tool	none
67626033634436	fork	369473	259745	openclaw-gatewa	agent	pending
67626035447893	exec	369473	259745	sh	tool	moved:toolexec
67626035836766	fork	369474	369473		tool	moved:toolexec
67626035870755	fork	369475	369473	python3	tool	moved:toolexec
67626035952976	exit	369474	0		tool	none
67626036045915	exec	369475	369473	python3	tool	none
67626058622639	exit	369475	0		tool	none
67626058897965	exit	369473	0		tool	none
67632382379496	fork	370236	259745	openclaw-gatewa	agent	pending
67632384096714	exec	370236	0	sh	tool	moved:toolexec
67632384515301	exit	370236	0		tool	none
67643751850361	fork	371580	259745	openclaw-gatewa	agent	pending
67643753644364	exec	371580	259745	sh	tool	moved:toolexec
67643754009551	fork	371581	371580	python3	tool	moved:toolexec
67643754182019	exec	371581	371580	python3	tool	none
67643771238420	exit	371581	0		tool	none
67643771425268	exit	371580	0		tool	none
67647387242547	fork	372005	259745	openclaw-gatewa	agent	pending
67647388994167	exec	372005	0	sh	tool	moved:toolexec
67647389417469	exit	372005	0		tool	none
67662391743866	fork	373783	259745	openclaw-gatewa	agent	pending
67662393476167	exec	373783	0	sh	tool	moved:toolexec
67662393889277	exit	373783	0		tool	none
67677397010856	fork	375560	259745	openclaw-gatewa	agent	pending
67677398942137	exec	375560	0	sh	tool	moved:toolexec
67677399352805	exit	375560	0		tool	none
67692401549166	fork	377338	259745	openclaw-gatewa	agent	pending
67692403250959	exec	377338	0	sh	tool	moved:toolexec
67692403663078	exit	377338	0		tool	none
67707406622120	fork	379110	259745	openclaw-gatewa	agent	pending
67707408377769	exec	379110	0	sh	tool	moved:toolexec
67707408789407	exit	379110	0		tool	none
67722412314432	fork	380889	259745	openclaw-gatewa	agent	pending
67722413986433	exec	380889	0	sh	tool	moved:toolexec
67722414403511	exit	380889	0		tool	none
67726592886047	fork	381388	259745	openclaw-gatewa	agent	pending
67726594784441	exec	381388	259745	sh	tool	moved:toolexec
67726595226372	fork	381390	381388		tool	moved:toolexec
67726595260020	fork	381391	381388	python3	tool	moved:toolexec
67726595419330	exec	381391	381388	python3	tool	none
67726595443996	exit	381390	0		tool	none
67726612439117	exit	381391	0		tool	none
67726612742255	exit	381388	0		tool	none
67737416916600	fork	382670	259745	openclaw-gatewa	agent	pending
67737418639298	exec	382670	0	sh	tool	moved:toolexec
67737419050289	exit	382670	0		tool	none
67752422332467	fork	384442	259745	openclaw-gatewa	agent	pending
67752424069413	exec	384442	0	sh	tool	moved:toolexec
67752424471308	exit	384442	0		tool	none
67767428123571	fork	386222	259745	openclaw-gatewa	agent	pending
67767429865661	exec	386222	0	sh	tool	moved:toolexec
67767430288070	exit	386222	0		tool	none
67782432614128	fork	388002	259745	openclaw-gatewa	agent	pending
67782434279474	exec	388002	0	sh	tool	moved:toolexec
67782434691896	exit	388002	0		tool	none
67790580056289	fork	388967	259745	openclaw-gatewa	agent	pending
67790581846357	exec	388967	259745	sh	tool	moved:toolexec
67790582276785	fork	388968	388967		tool	moved:toolexec
67790582313113	fork	388969	388967	python3	tool	moved:toolexec
67790582490072	exit	388968	0		tool	none
67790582542839	exec	388969	388967	python3	tool	none
67790599656082	exit	388969	0		tool	none
67790599859474	exit	388967	0		tool	none
67797438326862	fork	389779	259745	openclaw-gatewa	agent	pending
67797439977537	exec	389779	0	sh	tool	moved:toolexec
67797440390822	exit	389779	0		tool	none
67812443274879	fork	391576	259745	openclaw-gatewa	agent	pending
67812444941760	exec	391576	0	sh	tool	moved:toolexec
67812445361982	exit	391576	0		tool	none
67813698873618	fork	391728	259745	openclaw-gatewa	agent	pending
67813700652205	exec	391728	0	sh	tool	moved:toolexec
67813701023472	fork	391732	391728		tool	moved:toolexec
67813701257553	exec	391732	0		tool	none
67813716527076	exit	391732	0		tool	none
67813716784192	exit	391728	0		tool	none
67822083868567	exit	259796	0		agent	none
67822089440772	exit	259784	0		agent	none
67822313840785	exit	259733	0		agent	none
67822313840862	exit	259745	0		agent	none
67822331364177	exit	259255	0		agent	none
