# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 143K of event 'task-clock'
# Event count (approx.): 720934583250
#
# Overhead  Command          Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .................................................  ...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl<__nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long), &(void at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)), 1u>, bool (long), at::native::(anonymous namespace)::CompareFunctor<long>, long> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long), &(void at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)), 1u>, bool (long), at::native::(anonymous namespace)::CompareFunctor<long>, long> const&)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl<at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> > >(at::TensorIteratorBase&, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> > const&)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl<at::native::CUDAFunctorOnOther_add<long> >(at::TensorIteratorBase&, at::native::CUDAFunctorOnOther_add<long> const&)@plt
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)@plt
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<__nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIterator&, c10::Scalar const&), &at::native::(anonymous namespace)::masked_fill_kernel, 4u>, long (long, bool), long const> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIterator&, c10::Scalar const&), &at::native::(anonymous namespace)::masked_fill_kernel, 4u>, long (long, bool), long const> const&)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<__nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long), &(void at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)), 1u>, bool (long), at::native::(anonymous namespace)::CompareFunctor<long>, long> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long), &(void at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)), 1u>, bool (long), at::native::(anonymous namespace)::CompareFunctor<long>, long> const&)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<float> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<float> const&)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctorOnOther_add<long> >(at::TensorIteratorBase&, at::native::CUDAFunctorOnOther_add<long> const&)@plt
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<int> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<int> const&)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<at::native::FillFunctor<int> >(at::TensorIteratorBase&, at::native::FillFunctor<int> const&)@plt
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::scan_dim<float, std::plus<float> >(at::TensorBase const&, at::TensorBase const&, long, float, std::plus<float>) [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at::native::templates::cuda::exponential_kernel<at::CUDAGeneratorImpl*>(at::TensorIteratorBase&, double, at::CUDAGeneratorImpl*)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at_cuda_detail::cub::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::detail::radix::policy_hub<float, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy1000, unsigned long long>(unsigned long long*)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at_cuda_detail::cub::detail::radix_sort::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::detail::radix::policy_hub<float, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy1000, (at_cuda_detail::cub::SortOrder)0, float, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(unsigned long long*, float const*, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)
     0.00%  VLLM::EngineCor  libtorch_cuda.so                                   [.] void at_cuda_detail::cub::detail::radix_sort::DeviceRadixSortOnesweepKernel<at_cuda_detail::cub::detail::radix::policy_hub<float, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy1000, (at_cuda_detail::cub::SortOrder)0, float, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t>(int*, int*, unsigned long long*, unsigned long long const*, float*, float const*, at::cuda::cub::detail::OpaqueType<8>*, at::cuda::cub::detail::OpaqueType<8> const*, int, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] PyArg_ParseTupleAndKeywords@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] PyErr_Clear@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] PyEval_AcquireThread@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] PyObject_IsInstance@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] PyThread_tss_get@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] PyTuple_New@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] Py_IsInitialized@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THCPModule_getDevice_wrap(_object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THCPModule_isInBadFork(_object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THPDevice_New(c10::Device const&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THPDevice_rc(_object*, _object*, int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THPVariable_clear(THPVariable*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THPVariable_dealloc(_object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] THPVariable_dtype(THPVariable*, void*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] _Py_Dealloc@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] _object* torch::autograd::TypeError_to_NotImplemented_<&torch::autograd::THPVariable___eq__>(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] _object* torch::autograd::TypeError_to_NotImplemented_<&torch::autograd::THPVariable_add>(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] _object* torch::autograd::TypeError_to_NotImplemented_<&torch::autograd::THPVariable_sub>(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] _object* torch::autograd::TypeError_to_NotImplemented_<&torch::autograd::THPVariable_sub_>(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] _object* torch::autograd::utils::wrap<at::Tensor, at::Tensor>(_typeobject*, std::tuple<at::Tensor, at::Tensor>)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::TensorBase::options() const
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::detail::scalar_tensor_static(c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Device>)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::functorch::maybeGetTensorWrapper(at::Tensor const&)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::impl::torch_function_mode_enabled()@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::indexing::Slice::~Slice()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::indexing::impl::applySelect(at::Tensor const&, long, c10::SymInt, long, c10::Device const&, std::optional<c10::ArrayRef<c10::SymInt> > const&) [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] at::indexing::set_item(at::Tensor const&, c10::ArrayRef<at::indexing::TensorIndex> const&, at::Tensor const&, bool)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::IValue& std::vector<c10::IValue, std::allocator<c10::IValue> >::emplace_back<c10::IValue>(c10::IValue&&) [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::IValue::destroy()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::List<std::optional<at::Tensor> >::List()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::SymBool::expect_true(char const*, long) const@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::WarningUtils::get_warning_handler()@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::cuda::CUDAStream::stream() const@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::cuda::impl::CUDAGuardImpl::uncheckedSetDevice(c10::Device) const
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::impl::InlineDeviceGuard<c10::cuda::impl::CUDAGuardImpl>::InlineDeviceGuard(c10::Device)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::impl::InlineEvent<c10::impl::VirtualGuardImpl>::record(c10::Stream const&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::impl::getDeviceGuardImpl(c10::DeviceType)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::intrusive_ptr<c10::intrusive_ptr_target, c10::UndefinedTensorImpl>::reset_not_null_(c10::intrusive_ptr_target*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] c10::operator<(c10::SymInt const&, int)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] cudaEventCreateWithFlags@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] is_basic_python_type(_typeobject*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] operator new(unsigned long)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::cpp_function::initialize<pybind11::detail::initimpl::constructor<bool>::execute<pybind11::class_<torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>>, , 0>(pybind11::class_<torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>>&)::{lambda(pybind11::detail::value_and_holder&, bool)#1}, void, pybind11::detail::value_and_holder&, bool, pybind11::name, pybind11::is_method, pybind11::sibling, pybind11::detail::is_new_style_constructor>(pybind11::class_<torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>>&&, void (*)(pybind11::detail::value_and_holder&, bool), pybind11::name const&, pybind11::is_method const&, pybind11::sibling const&, pybind11::detail::is_new_style_constructor const&)::{lambda(pybind11::detail::function_call&)#3}::_FUN(pybind11::detail::function_call&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::cpp_function::initialize<torch::impl::py_context_manager_DEPRECATED<c10::InferenceMode, bool>(pybind11::module_ const&, char const*)::{lambda(torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&)#1}, void, torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&, pybind11::name, pybind11::is_method, pybind11::sibling>(torch::impl::py_context_manager_DEPRECATED<c10::InferenceMode, bool>(pybind11::module_ const&, char const*)::{lambda(torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&)#1}&&, void (*)(torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&), pybind11::name const&, pybind11::is_method const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#1}::_FUN(pybind11::detail::function_call&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::cpp_function::initialize<torch::impl::py_context_manager_DEPRECATED<c10::InferenceMode, bool>(pybind11::module_ const&, char const*)::{lambda(torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&, pybind11::object const&, pybind11::object const&, pybind11::object const&)#2}, void, torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&, pybind11::object const&, pybind11::object const&, pybind11::object const&, pybind11::name, pybind11::is_method, pybind11::sibling>(torch::impl::py_context_manager_DEPRECATED<c10::InferenceMode, bool>(pybind11::module_ const&, char const*)::{lambda(torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&, pybind11::object const&, pybind11::object const&, pybind11::object const&)#2}&&, void (*)(torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>&, pybind11::object const&, pybind11::object const&, pybind11::object const&), pybind11::name const&, pybind11::is_method const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#3}::_FUN(pybind11::detail::function_call&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::cpp_function::initialize<torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#2}, std::shared_ptr<torch::jit::tracer::TracingState>, , pybind11::name, pybind11::scope, pybind11::sibling>(torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#2}&&, std::shared_ptr<torch::jit::tracer::TracingState> (*)(), pybind11::name const&, pybind11::scope const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#1}::_FUN(pybind11::detail::function_call&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::detail::function_call::~function_call()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::detail::type_caster<bool, void>& pybind11::detail::load_type<bool, void>(pybind11::detail::type_caster<bool, void>&, pybind11::handle const&) [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::detail::type_caster_generic::load_value(pybind11::detail::value_and_holder&&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::detail::type_caster_generic::type_caster_generic(std::type_info const&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::gil_scoped_release::gil_scoped_release(bool) [clone .constprop.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::gil_scoped_release::gil_scoped_release(bool) [clone .constprop.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::gil_scoped_release::gil_scoped_release(bool) [clone .constprop.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::gil_scoped_release::~gil_scoped_release()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] pybind11::handle::dec_ref() const & [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] std::_Hashtable<void const*, std::pair<void const* const, pybind11::detail::instance*>, std::allocator<std::pair<void const* const, pybind11::detail::instance*> >, std::__detail::_Select1st, std::equal_to<void const*>, std::hash<void const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, false> >::erase(std::__detail::_Node_const_iterator<std::pair<void const* const, pybind11::detail::instance*>, false, false>) [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] std::vector<c10::IValue, std::allocator<c10::IValue> >::reserve(unsigned long)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] std::vector<c10::IValue, std::allocator<c10::IValue> >::~vector()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PyWarningHandler::~PyWarningHandler()@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgParser::check_deprecated(torch::FunctionSignature const&)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::device(int) [clone .isra.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::scalar(int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::scalar_slow(int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::scalar_slow(int)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::tensor_slow(int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::toDouble(int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::PythonArgs::toInt64(int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_add(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_copy_(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_eq(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_index_put_(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_is_contiguous(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_le(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_masked_fill_(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_mul(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_numpy(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::THPVariable_ones_like(_object*, _object*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::dispatch_set_item(at::Tensor const&, c10::ArrayRef<at::indexing::TensorIndex>, at::Tensor const&, bool) [clone .constprop.0]
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::dispatch_to(at::Tensor const&, c10::Device, bool, bool, std::optional<c10::MemoryFormat>)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::autograd::wrapTuple(_object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::get_symfloat_class()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::jit::_get_operation_for_overload_or_packet(std::vector<std::shared_ptr<torch::jit::Operator>, std::allocator<std::shared_ptr<torch::jit::Operator> > > const&, c10::Symbol, pybind11::args const&, pybind11::kwargs const&, bool, std::optional<c10::DispatchKey>)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::jit::argumentToIValue(c10::FunctionSchema const&, unsigned long, pybind11::handle)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::jit::getOpWithStack(c10::ArrayRef<std::shared_ptr<torch::jit::Operator> >, pybind11::args const&, pybind11::kwargs const&)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::PyObjectPreservation::init_once(c10::intrusive_ptr_target*, c10::impl::PyObjectSlot*, _object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::is_device_in_bad_fork(c10::DeviceType)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::is_numpy_available()@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::is_numpy_int(_object*)@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::is_numpy_scalar(_object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::load_scalar(void const*, c10::ScalarType)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::numpy_dtype_to_aten(int)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::tensor_to_list(at::Tensor const&)
     0.00%  VLLM::EngineCor  libtriton.so                                       [.] (anonymous namespace)::specialize_impl(_object*, _object* const*, long)
     0.00%  VLLM::EngineCor  libtriton.so                                       [.] PyGILState_Check@plt
     0.00%  VLLM::EngineCor  libtriton.so                                       [.] PyObject_IsTrue@plt
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] zmq_msg_data
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] zmq_msg_size
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000001c2ba
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000001c2cf
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000034d90
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000003da7f
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000003dce7
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000045b32
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000045cd4
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000052744
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000005274a
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x00000000000549f5
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000054d4c
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000068dd4
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x0000000000068e9a
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000006ea6b
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000006eaf4
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000006ebfd
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyContextVar_Set
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyDict_SetItem
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyErr_Clear
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyErr_ExceptionMatches
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyErr_Format
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyErr_SetNone
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyEval_AcquireThread
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyGILState_Check
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyImport_GetModule
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyList_SetItem
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyList_SetSlice
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyLong_AsLongAndOverflow
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyLong_AsLongLong
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyLong_FromUnsignedLong
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyMapping_Size
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyMem_RawFree
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyMemoryView_FromObject
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyMethod_New
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyNumber_InPlaceAdd
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyNumber_InPlaceOr
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_CallFunctionObjArgs
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_CheckBuffer
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_ClearWeakRefs
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_GenericSetAttr
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_GetIter
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_Realloc
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyObject_RichCompareBool
     0.00%  VLLM::EngineCor  python3.10                                         [.] PySequence_Check
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyThreadState_Get
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyThread_acquire_lock_timed
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyThread_tss_set
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyTraceMalloc_Track
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyTraceMalloc_Untrack
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyTuple_SetItem
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyUnicode_AsUTF8AndSize
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyUnicode_Decode
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyUnicode_FromString
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyUnicode_InternInPlace
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyUnicode_RichCompare
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyWeakref_NewRef
     0.00%  VLLM::EngineCor  python3.10                                         [.] Py_EnterRecursiveCall
     0.00%  VLLM::EngineCor  python3.10                                         [.] Py_ReprEnter
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyArg_ParseTuple_SizeT
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyArg_UnpackKeywords
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyDict_Next
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyErr_SetObject
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyObject_GetAttrId
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyObject_GetDictPtr
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyObject_LookupAttr
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyThreadState_Swap
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyTuple_Resize
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyUnicodeWriter_PrepareInternal
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyUnicodeWriter_WriteStr
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyUnicode_TransformDecimalAndSpaceToASCII
